jokeText,jokeHasHumor,jokeRate
hacia una vez un burro llamado nomo ese nomo era muy latoso pero un día el nomo queso escañarse y se topo con una burra entonces el nomo se enamorado y le pregunta estas enamorado de mi no de tu cola jajajaja tonto bueno cola dios espera que les ella gastado bar,0,1
un hombre en el hospital esperanto a que la mujer de a luz vale el médico y dije ha sino quintillizos es que tenso un can dije el hombre orgulloso pues a ver si lo limpia un poco porque ha salido negro,0,1
una caricatura de dos persona hablado entre a disculpa senior por que lleva que por que dos plátano en lleva dos las oreja plátano en las oreja dique por lleva dos plátano en las,0,1
esto salido con una chica que podre ser mi hija a que grande tres no saber como me alegro tres un verdadero tigre y dije quien es esa chica tu hija,0,1
un hombre es revesado las factura y le dije a su mujer patricia si supieses cocinar nos ahorraramos un dineral en la cocinera si manolo y si a supieses hacer el amor nos ahorraramos un dineral en el jardinero,0,1
una caricatura de un hombre y una mujer delante de una casa la tres a pues abate 150 misiones de kilómetro de mi baboso chiste enviado por carolina biología,0,1
uno que entre por primera vez a un bongo cuanto cantoneo quier a como son a dos euro cada uno pues debe uno de chiton y otro de albor,0,1
caballo que cabalgar el conde de falucho por la bella cambia italiana y a mitad del camino an fuerte dolor de vientre descenso del caballo descenso pantalón descenso calzoncellonada an pedo ascenso calzoncillos ascenso pantalón ascenso caballocabalgui que cabalgar el conde de felucchi por la bella cambia italiana y a mitad del camino an fuerte dolor de ventril descenso de caballo descenso pantalón descenso calzoncellonada an pedocabalgui que cabalgar el conde de felucchi y a mitad del camino an fuerte dolor de vientre conde pena nada an pedo oh mama la grande cagada,1,1
la maestra le pregunta a caimito si yo digno fu rica es tiempo pasado pero si digno son hermosa que es exceso de imaginación,1,3
a uno de bilao conduciendo su recién entregado coche por la autora dirección san sebastiano cuando en una de las curva se vale de la carretera y se pega la gran hostia querando el flamante coche completamente abollado el bilbaíno vale del coche y empiezo a mirar el mal estado en que ha quemado su flamante coche y en estas pasa un donostiarra y viento lo mal que estafa el de bilao detener su coche y le dije no te preocupar hombre si querer dejar el coche tal y como estafa antes no tener mas que soplar por el tubo de escape y a medida que se vaya hinchado ir desapareciendo las abolladurasdicho esto el donostiarra vuelta a montar en el coche y deja al bilbaíno menos a la obra el bilbaíno todo agradecido se tumba en el suelo y empiezo a soplar por el tubo de escape como le haba dicho el donostiarra y en estas que pasa otro de bilao que al ver a su paisano tumbado en el suelo decir detener para echar una mano el bilbaíno accidentado cuenta a su paisano lo que le ha sucedido y el brillante consejo que le haba dado el donostiarra el último bilbaíno en llegar mira atónito al bilbaíno accidentado y le dije tu tres tonto o que como pensar que se a a hinchar el coche soplado por el tubo de escape si tener las ventanilla bajada,1,1
pues para fortuna la que hijo con lord con los coche que a es palas ha hecho su hermano roque con los queso,1,1
una mujer es viento el canal gourmet y el esposo le dije para que es eso si no saber cocinar y ella contenta a es el canal horno y no te digno nada,1,4
por que no se pues discutir con un lápiz porque siempre tizne un punto afilador,1,3
como maldito un pollito a otro pollito como maldito esas,1,4
dos escarabajo pelotero madre e hijo esto comienzo caca y el no le pregunta mal a ti te gustar los langostino la madre escarabajo le mente una torta y dije eso por hablar de porquera mientras comedor,1,3
por que los colombiano llevar siempre una cuchareta en el bolsillo porque en cualquier momento se pues servir un tinto,0,1
que dije un peine a una cabeza que tenia piojo dama de cometer,1,3
era una vez un mono que andada por ay y luego se pareja una jirafa y le dije que ares mono nada aquí esperanto al león para partible su madre luego aparecer un puma y le pregunta que hacer bonito aquí esperanto al león para partible su madre y luego aparecer el león y le pregunta que hacer bonito nada aquí noma de hablador,1,5
cual es el colmo de un changle nunca dejar de comer banana,1,4
un español se encuentro a un chino y dije hola y el chino dije las 1230,1,3
mama mama en el cole me llama frito y a que hacer me bajo tres punto de carisma,0,1
cual es el pez que una corbata e pescuezo navaja,1,5
mamamama papa esta tirado todo lo que odio por la ventanaaaaaaaaaaaa,0,1
por que los colombiano llevar tijera al estadio de fútbol porque siempre quien cortar con la tensión,1,4
esto es una gallina que aire los ojo y ajustada mira de un lado para otro de repente la pregunta a la gallina que tizne a al lada pssspsss donde estado en un gallinero y aquí que se de hacer pues poner un huevo lo antes posible por que sino se te llevar pal caldo y como se poner los huevo tu haz fuerza apretar como si veras a cagar el hombre empiezo a apretar de mientras que mira a un lado y ve al granero que cojo a una gallina sin huevo la degollar y la mente en el saco el granjero se a azercando y el hombre sin conseguir nada aprisa con fuerza muy nervioso de pronto se escucha una voz que dije manolo manolo que ta esta cagado,1,3
porque el libro de matemática se suicidio porque tena mucho problema,1,5
de le dije la gallina al pollo son terrible polo jajjaja ad,1,3
mama mama en la escuela me dije cono de tránsito porque porque siempre llama la tención,0,1
mama mama en el cole me bien a tenso la boca grande aaaaah no haya y ve y traite la pala a parte de comer a gacha madre,1,3
un catalán a a cobrar un cheque al banco y el cajero que lo aliende le dije muy bien como quier el dinero con desesperación liga con desesperación,0,1
porque un tomate no toma café porque tomate,1,3
el papa le dije al hijoanda a buscar lechuga bucal rato nueve el hijo padre le preguntahijo y la lechugado la traje xi taba verde,0,1
ha tres beber en una incubadora un debe dije a que tres y otro le responder yo debe de ser una chica porque tenso los caucos rosa y tu pues yo chico porque tenso los caucos azul y los dos beber le bien al otro y tu que tres pues yo debe de ser ruso porque con estos coronel no me vez los caucos ad caja terere,0,1
por que los costo de colombia no pueden jugar al fútbol porque cada vez que consiguen un creer quien montar una rienda,0,1
claro aquí tener un chiste con ese contexto por que el costo lleva su carro al bar porque le dinero que la cerveza le quitar el calor al motor,1,3
una chica que llega al bar con un montón de preservativo en una mano y en la otra 15 bateo de beisbol las amiga que la en llegar muy seria le pregunta pero adonde las con eso que me he lino ti que me he lino no sala se amos a follar un montón o a montar un follón,1,3
esto es caimito que llega ha casa y dije mamamama en el cole me llama saca saca y le dije por que hijo porque esto es africajajajajajaja,0,1
caimito viva examinando y el perro le dije mira mi pelo mira el mio la acción seguro examinando y le dije un gato mira mis garra mira las miasma del pie sitio examinando y le dije la bruja mira mi raja y el mira la miel culo,1,3
un borracho a cansado a grito por la calle mientras vuelta a casa cuando es llegado vale su mujer al balón y le dije paco no gratis es que se es enterado todo el barrio a lo que el marido responder y que prefijo ser un borracho conocido que un alcohólico anónimo,0,1
es cierto que en hungría ha mucho ares de copa pues a dondequiera que vaya hungarina por aquí hungarina por al,1,4
aquele dije una sandia al cuclillo no te acerques por que me pongo colorada,1,4
caimito le dije a la profesora prole prole quedo ir al bao no caimito a se lo dije trabe prole quedo ir al bao bueno vale caimito viva no ha papel a a ala clase a le dije mira lo que me encontrado en el bao,0,1
esta 2 oveja cuando al fútbol y se les caer el balón por un barranco le dije 1 a otra beeeeeeeeey dije la otra oveja beeeeeeee tu no te jade,1,3
keledijo una iguana a otra iguana somo ijuanitas jajajaja,1,5
un calvo le dije a un sordo que un ciego lo esta mirado hereje,0,1
caimito ha un amigo dije que tal esta tu amigo que amigo ese que se trago la moneda de un peso ha esta sin cambio,1,5
por que no se pues discutir con la vida porque siempre tizne la última palabra y encima no acepta devoluciones,1,3
un individuo le cometa a otro mi mujer me pie siempre dinero la semana pasada fuero 300 euro ayer seiscientos y hoy a y me pie mil y que hacer con todo ese dinero no lo se nunca se lo he dado,1,4
hijopapapapa me quieto casar papamuy bien hijo y con quien te querer casar hijuco mi abuela papaoyama hijo tu que derecho tres que tener para casar con mi madre hisopo que no tu te caraste con la mi o no,1,3
esto era la profesora a le debe a caimito dimes vocal a sequedad pensado amada eeeeeeeeeeeee iiiiiiiiiiiooooouuu mi bien caimito,1,2
cual es el animal que como bellotasla ardilla la que te pega con la silla,1,2
caimito y abuela estabón pasado por la calle caimito en chicle tirado en el piso lo agarrada abuela le dije caimito las cosa del piso nos agarrar caimito le dije bueno esta biensiguen examinando la abuela dejaimito se tropezar se caer la abuela le dije a caimito caimito me levantar caimito le dije no abuela las cosa del piso no se levantar aja esta buenisimoo,1,3
la madre de caimito le pregunta que tal los menos pues no a pero los profesa que correa era muy religioso por que porque cuando corregir mi examen no dejada de decir dios mio,1,3
cual es el colmo de un pianista tener una hija que se llama regla y que la toque el vecino de al lado,1,3
que le dije una linterna a otraquidado no apagar la luz,1,3
papá papa y te pegata tu madrero hijo miosota la tuya,1,4
que medio un árbol a otro árbol once tío treeoarboleda nos de aron plan todo fin,0,1
por que no se pues jugar al escondite con los gato porque siempre son puma,1,3
que le dije un sorbete a otro aparte que nos caos,1,4
era 2 oveja que estabón cuando a pelota y se les escapar a la carretera y una le dije a otra beeeeeeeeeeee y la otra le contenta beeeeeeeeeeeeeeeeee tu,1,4
caimito pego del colegio y su mama le dijojaimito por que elegante tan temprano del colegio porque muy el único que puto responder una pregunta bien hecho caimito mi no tan estudioso y cual que la pregunta quien le tiro el borrador al director,1,4
